1	1
2	2
3	2
4	2
5	2
6	3
7	3
8	4
9	4
10	5
11	6
12	7
13	7
14	8
15	8
16	9
17	9
18	9
19	9
20	9
21	10
22	10
23	10
24	10
25	11
26	12
27	13
28	13
29	13
30	13
31	13
32	13
33	13
34	13
35	13
36	13
37	13
38	13
39	14
40	14
41	14
42	14
43	14
44	14
45	15
46	15
47	15
48	15
49	16
50	16
51	16
52	16
53	16
54	16
55	16
56	16
57	16
58	16
50	17
52	17
54	17
59	17
60	17
61	18
62	18
63	18
64	18
65	18
66	18
67	18
68	18
69	18
70	18
71	18
72	18
73	18
74	18
75	18
76	18
77	18
78	18
79	18
80	19
81	20
82	20
83	21
84	21
85	21
86	22
87	22
88	22
89	22
90	22
91	22
92	22
93	22
94	22
95	22
96	22
97	22
98	22
99	22
100	22
101	22
102	22
103	22
104	22
105	22
106	22
107	22
108	22
109	22
110	22
111	23
64	23
112	23
113	23
114	23
115	23
116	23
117	23
118	23
82	23
119	23
120	24
121	24
88	24
122	24
123	24
124	24
125	24
126	24
127	24
128	24
129	24
130	24
131	24
132	25
133	25
134	25
135	26
136	27
137	27
138	27
139	27
140	27
141	28
142	28
143	29
144	29
145	29
146	29
147	29
148	29
120	30
149	30
150	31
151	31
152	31
153	31
154	31
155	31
156	31
83	31
157	31
158	31
159	31
140	31
160	31
161	31
162	32
163	32
45	32
164	32
54	32
159	32
165	32
153	33
166	34
167	35
168	35
169	35
82	35
170	36
171	36
172	36
173	37
174	38
175	38
176	39
177	39
71	39
178	40
179	40
180	41
181	41
182	41
183	41
184	42
185	42
186	43
187	43
188	43
189	43
190	43
191	43
192	43
193	43
181	43
194	43
195	43
196	43
197	43
198	43
199	43
200	44
201	44
202	44
203	44
190	44
204	44
205	44
206	44
207	44
208	44
209	44
210	44
211	44
212	44
213	44
214	44
147	44
215	44
216	44
217	44
218	45
173	45
219	46
220	46
221	46
222	46
223	46
224	46
225	46
226	46
227	47
228	47
229	48
230	48
231	49
232	49
233	49
234	49
235	50
236	50
120	51
237	51
238	51
239	51
240	52
241	52
242	52
239	52
243	53
244	53
245	54
246	54
247	54
248	54
249	54
250	54
59	54
251	54
252	54
253	55
254	55
255	55
247	55
256	55
257	55
258	55
259	55
260	55
138	55
261	55
262	55
31	55
263	55
264	55
265	55
266	55
267	55
59	55
268	55
269	55
270	55
271	55
272	55
240	56
253	56
273	56
274	56
237	56
275	56
220	56
276	56
277	56
247	56
90	56
257	56
278	56
279	56
248	56
280	56
281	56
282	56
283	56
284	56
285	56
286	56
287	56
288	56
289	56
290	56
265	56
266	56
291	56
292	56
293	56
294	56
295	56
296	56
297	56
298	56
299	56
270	56
300	56
271	56
301	56
302	56
303	56
304	56
305	56
306	57
307	57
308	57
309	57
31	57
310	57
290	57
311	57
312	57
313	57
314	58
315	58
316	58
26	58
317	58
57	58
318	58
319	58
320	58
150	59
321	59
69	59
322	59
222	59
323	59
324	59
325	59
326	59
327	59
328	59
329	59
57	59
330	59
331	59
332	59
333	59
334	59
335	59
336	59
337	59
338	59
339	59
340	59
315	60
316	60
341	60
342	60
343	60
321	61
344	61
345	61
346	61
347	62
348	62
349	62
350	62
15	62
346	62
351	63
352	64
353	64
354	65
355	65
356	65
357	65
358	65
359	65
360	65
361	65
54	65
285	65
362	65
363	65
364	65
365	65
42	65
366	65
129	65
367	65
368	65
369	65
370	65
148	65
371	65
372	65
373	65
374	65
375	66
376	66
377	66
167	66
229	66
378	66
379	66
380	66
381	66
382	66
383	66
384	66
234	66
385	66
386	66
387	67
111	67
388	67
389	67
390	67
391	67
145	67
155	67
392	67
393	67
15	67
394	67
346	67
395	67
353	67
148	67
396	67
397	68
398	68
399	69
400	69
220	69
401	69
402	69
403	69
404	69
54	69
238	69
405	69
406	69
407	69
408	69
409	69
410	69
411	69
412	69
413	69
414	69
415	69
23	69
416	69
417	69
418	69
419	69
420	69
421	70
105	70
422	71
423	71
316	71
424	71
321	71
257	71
425	71
426	71
427	71
215	71
428	71
429	71
430	72
431	72
432	72
433	72
434	72
435	72
436	73
353	73
437	73
438	74
439	74
440	74
441	74
26	75
442	76
443	76
444	76
445	76
446	77
447	78
448	79
449	80
397	80
26	80
450	80
451	81
452	81
362	81
453	81
224	81
454	81
455	81
8	82
456	82
457	82
458	82
459	82
460	82
145	82
461	82
380	82
462	82
463	82
364	82
435	82
464	82
465	82
466	82
215	82
467	82
106	82
468	82
258	83
469	83
80	83
470	83
471	84
472	84
473	84
474	85
475	85
78	85
